# start of definition for several variables; values are from Bernd Funke
 0.153, 0.160, 0.161, 0.155, 0.147, 0.136, 0.121, 0.104, 0.092, 0.086, 0.083, 0.078/
 0.070, 0.084, 0.092, 0.091, 0.082, 0.069, 0.053, 0.038, 0.028, 0.024, 0.022, 0.021/
 0.016, 0.020, 0.021, 0.020, 0.017, 0.013, 0.010, 0.008, 0.007, 0.006, 0.006, 0.006/
 0.002, 0.002, 0.002, 0.001, 0.001, 0.000, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001/
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000/
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000/

 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000/
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000/
 0.003, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002/
 0.011, 0.016, 0.021, 0.023, 0.023, 0.020, 0.016, 0.011, 0.008, 0.006, 0.005, 0.005/
 0.036, 0.049, 0.060, 0.066, 0.067, 0.057, 0.044, 0.030, 0.023, 0.019, 0.018, 0.018/
 0.096, 0.106, 0.120, 0.130, 0.139, 0.131, 0.115, 0.099, 0.088, 0.083, 0.081, 0.080/
 0.185, 0.184, 0.191, 0.206, 0.229, 0.245, 0.250, 0.246, 0.238, 0.230, 0.228, 0.226/
 0.307, 0.291, 0.273, 0.263, 0.261, 0.278, 0.299, 0.318, 0.325, 0.326, 0.325, 0.325/
 0.362, 0.351, 0.332, 0.308, 0.278, 0.266, 0.273, 0.293, 0.316, 0.333, 0.342, 0.344/
  
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000/
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000/
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000/
 0.001, 0.001, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001/
 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006/
 0.044, 0.042, 0.039, 0.036, 0.034, 0.035, 0.037, 0.040, 0.042, 0.042, 0.042, 0.041/
 0.146, 0.147, 0.148, 0.139, 0.135, 0.132, 0.137, 0.145, 0.150, 0.153, 0.153, 0.150/
 0.333, 0.331, 0.330, 0.334, 0.339, 0.341, 0.344, 0.343, 0.341, 0.336, 0.332, 0.330/
 0.467, 0.471, 0.472, 0.481, 0.481, 0.482, 0.471, 0.462, 0.459, 0.462, 0.467, 0.473/
  
  #; background densities
1.53e+08, 8.81e+07, 5.44e+07, 2.73e+07, 1.61e+07, 1.09e+07, 6.21e+06, 3.89e+06, 1.57e+06, 1.27e+06, 1.06e+06, 9.00e+05/
1.59e+08, 9.16e+07, 5.70e+07, 2.84e+07, 1.64e+07, 1.09e+07, 5.99e+06, 3.65e+06, 1.87e+06, 1.45e+06, 9.96e+05, 8.53e+05/
1.70e+08, 9.86e+07, 6.15e+07, 2.97e+07, 1.69e+07, 1.11e+07, 5.90e+06, 3.59e+06, 2.44e+06, 1.65e+06, 9.38e+05, 8.13e+05/
2.01e+08, 1.17e+08, 7.23e+07, 3.40e+07, 1.91e+07, 1.25e+07, 6.50e+06, 3.97e+06, 2.70e+06, 1.63e+06, 9.35e+05, 8.10e+05/
2.41e+08, 1.44e+08, 8.92e+07, 4.11e+07, 2.23e+07, 1.41e+07, 6.95e+06, 4.11e+06, 2.72e+06, 1.67e+06, 9.58e+05, 8.30e+05/
2.68e+08, 1.60e+08, 9.80e+07, 4.46e+07, 2.39e+07, 1.49e+07, 6.99e+06, 3.95e+06, 2.77e+06, 1.59e+06, 9.19e+05, 7.97e+05/
2.81e+08, 1.63e+08, 9.65e+07, 4.28e+07, 2.22e+07, 1.37e+07, 6.35e+06, 3.47e+06, 2.37e+06, 1.40e+06, 8.08e+05, 7.00e+05/
2.81e+08, 1.57e+08, 8.94e+07, 3.83e+07, 1.93e+07, 1.17e+07, 5.33e+06, 2.87e+06, 1.95e+06, 1.17e+06, 6.73e+05, 5.83e+05/
2.74e+08, 1.46e+08, 8.09e+07, 3.45e+07, 1.74e+07, 1.05e+07, 4.66e+06, 2.46e+06, 1.64e+06, 9.87e+05, 5.69e+05, 4.93e+05/
2.79e+08, 1.48e+08, 8.15e+07, 3.44e+07, 1.70e+07, 1.01e+07, 4.32e+06, 2.22e+06, 1.48e+06, 8.93e+05, 5.15e+05, 4.47e+05/
2.96e+08, 1.62e+08, 9.04e+07, 3.70e+07, 1.75e+07, 1.02e+07, 4.32e+06, 2.24e+06, 1.46e+06, 8.53e+05, 4.92e+05, 4.27e+05/
3.04e+08, 1.73e+08, 9.97e+07, 4.16e+07, 2.02e+07, 1.19e+07, 5.23e+06, 2.71e+06, 1.73e+06, 9.93e+05, 5.73e+05, 4.97e+05/
2.81e+08, 1.65e+08, 9.82e+07, 4.28e+07, 2.16e+07, 1.28e+07, 5.76e+06, 3.04e+06, 1.95e+06, 1.09e+06, 6.27e+05, 5.43e+05/
2.36e+08, 1.41e+08, 8.52e+07, 3.82e+07, 1.97e+07, 1.20e+07, 5.63e+06, 3.08e+06, 1.97e+06, 1.07e+06, 6.15e+05, 5.33e+05/
1.99e+08, 1.18e+08, 7.16e+07, 3.28e+07, 1.76e+07, 1.10e+07, 5.29e+06, 2.89e+06, 1.92e+06, 1.05e+06, 6.04e+05, 5.23e+05/
1.82e+08, 1.04e+08, 6.26e+07, 2.97e+07, 1.64e+07, 1.05e+07, 5.18e+06, 2.78e+06, 1.92e+06, 1.01e+06, 5.73e+05, 4.97e+05/
1.75e+08, 9.65e+07, 5.76e+07, 2.81e+07, 1.64e+07, 1.10e+07, 5.97e+06, 3.42e+06, 2.66e+06, 1.47e+06, 8.38e+05, 7.20e+05/
1.71e+08, 9.43e+07, 5.66e+07, 2.77e+07, 1.76e+07, 1.30e+07, 8.19e+06, 5.14e+06, 3.04e+06, 1.65e+06, 1.06e+06, 8.87e+05/

0.548, 0.592, 0.635, 0.691, 0.714, 0.697, 0.678, 0.648, 0.815, 1.035, 1.098, 1.158/
0.483, 0.532, 0.570, 0.621, 0.636, 0.615, 0.596, 0.576, 0.742, 0.962, 1.004, 1.036/
0.333, 0.381, 0.412, 0.463, 0.481, 0.472, 0.458, 0.440, 0.570, 0.813, 0.838, 0.843/
0.167, 0.235, 0.271, 0.315, 0.333, 0.332, 0.331, 0.356, 0.505, 0.805, 0.823, 0.823/
0.164, 0.187, 0.216, 0.227, 0.209, 0.185, 0.177, 0.228, 0.345, 0.583, 0.592, 0.592/
0.217, 0.211, 0.202, 0.147, 0.107, 0.103, 0.149, 0.206, 0.254, 0.375, 0.376, 0.376/
0.245, 0.221, 0.201, 0.159, 0.158, 0.172, 0.215, 0.258, 0.256, 0.285, 0.285, 0.285/
0.213, 0.172, 0.151, 0.139, 0.151, 0.177, 0.238, 0.280, 0.270, 0.268, 0.268, 0.268/
0.117, 0.099, 0.099, 0.114, 0.142, 0.174, 0.232, 0.273, 0.272, 0.264, 0.264, 0.264/
0.097, 0.172, 0.220, 0.220, 0.186, 0.193, 0.213, 0.230, 0.242, 0.243, 0.243, 0.243/
0.170, 0.244, 0.303, 0.299, 0.229, 0.201, 0.169, 0.165, 0.152, 0.148, 0.148, 0.148/
0.192, 0.246, 0.297, 0.278, 0.216, 0.187, 0.137, 0.095, 0.097, 0.106, 0.106, 0.106/
0.132, 0.190, 0.239, 0.227, 0.190, 0.205, 0.207, 0.128, 0.147, 0.112, 0.112, 0.112/
0.112, 0.166, 0.231, 0.246, 0.237, 0.248, 0.238, 0.173, 0.193, 0.139, 0.143, 0.143/
0.084, 0.136, 0.229, 0.283, 0.290, 0.301, 0.278, 0.200, 0.161, 0.220, 0.231, 0.231/
0.053, 0.126, 0.227, 0.291, 0.327, 0.351, 0.329, 0.259, 0.294, 0.623, 0.648, 0.649/
0.191, 0.234, 0.324, 0.425, 0.433, 0.407, 0.348, 0.185, 0.265, 0.552, 0.580, 0.591/
0.278, 0.342, 0.446, 0.602, 0.443, 0.251, 0.178, 0.324, 0.296, 0.538, 0.646, 0.724/

0.039, 0.115, 0.175, 0.228, 0.254, 0.270, 0.337, 0.359, 0.477, 0.540, 0.514, 0.484/
0.020, 0.090, 0.136, 0.180, 0.215, 0.243, 0.318, 0.333, 0.427, 0.496, 0.491, 0.484/
0.097, 0.139, 0.164, 0.166, 0.185, 0.206, 0.251, 0.278, 0.369, 0.416, 0.413, 0.411/
0.155, 0.194, 0.222, 0.200, 0.182, 0.184, 0.229, 0.266, 0.321, 0.349, 0.346, 0.346/
0.150, 0.192, 0.210, 0.192, 0.155, 0.157, 0.225, 0.268, 0.268, 0.262, 0.259, 0.259/
0.162, 0.192, 0.201, 0.187, 0.169, 0.172, 0.211, 0.250, 0.239, 0.220, 0.219, 0.219/
0.162, 0.168, 0.168, 0.172, 0.170, 0.175, 0.203, 0.213, 0.213, 0.205, 0.205, 0.205/
0.128, 0.129, 0.133, 0.149, 0.156, 0.167, 0.196, 0.203, 0.207, 0.202, 0.202, 0.202/
0.106, 0.106, 0.114, 0.142, 0.150, 0.161, 0.188, 0.200, 0.225, 0.229, 0.229, 0.229/
0.113, 0.096, 0.099, 0.144, 0.160, 0.176, 0.221, 0.235, 0.253, 0.250, 0.250, 0.250/
0.095, 0.097, 0.112, 0.159, 0.176, 0.189, 0.225, 0.225, 0.239, 0.237, 0.237, 0.237/
0.095, 0.096, 0.115, 0.159, 0.192, 0.211, 0.271, 0.293, 0.295, 0.296, 0.296, 0.296/
0.116, 0.125, 0.142, 0.173, 0.215, 0.237, 0.312, 0.344, 0.363, 0.368, 0.368, 0.368/
0.126, 0.144, 0.166, 0.196, 0.231, 0.243, 0.303, 0.332, 0.341, 0.374, 0.370, 0.370/
0.077, 0.116, 0.169, 0.240, 0.270, 0.270, 0.288, 0.284, 0.323, 0.357, 0.353, 0.353/
0.107, 0.144, 0.197, 0.295, 0.327, 0.329, 0.312, 0.215, 0.260, 0.380, 0.383, 0.383/
0.154, 0.214, 0.269, 0.371, 0.421, 0.449, 0.476, 0.430, 0.557, 0.674, 0.680, 0.680/
0.185, 0.249, 0.301, 0.399, 0.502, 0.603, 0.728, 0.785, 0.820, 0.720, 0.689, 0.665/

0.096, 0.097, 0.094, 0.105, 0.084, 0.082, 0.053, 0.027, 0.117, 0.174, 0.210, 0.250/
0.082, 0.056, 0.038, 0.046, 0.040, 0.041, 0.021, 0.026, 0.106, 0.131, 0.137, 0.143/
0.082, 0.048, 0.022, 0.026, 0.034, 0.037, 0.040, 0.062, 0.119, 0.092, 0.094, 0.097/
0.102, 0.098, 0.077, 0.058, 0.070, 0.080, 0.072, 0.072, 0.090, 0.076, 0.077, 0.077/
0.084, 0.087, 0.081, 0.074, 0.074, 0.076, 0.058, 0.035, 0.043, 0.027, 0.025, 0.025/
0.044, 0.045, 0.044, 0.034, 0.022, 0.027, 0.048, 0.048, 0.067, 0.073, 0.073, 0.073/
0.028, 0.032, 0.027, 0.011, 0.018, 0.021, 0.023, 0.019, 0.029, 0.048, 0.048, 0.048/
0.006, 0.011, 0.017, 0.003, 0.015, 0.025, 0.040, 0.051, 0.048, 0.052, 0.052, 0.052/
0.052, 0.025, 0.019, 0.005, 0.014, 0.019, 0.023, 0.037, 0.047, 0.053, 0.053, 0.053/
0.067, 0.035, 0.009, 0.003, 0.016, 0.026, 0.041, 0.050, 0.033, 0.026, 0.026, 0.026/
0.054, 0.043, 0.027, 0.021, 0.020, 0.023, 0.037, 0.033, 0.014, 0.020, 0.020, 0.020/
0.036, 0.027, 0.023, 0.031, 0.034, 0.035, 0.055, 0.082, 0.078, 0.068, 0.068, 0.068/
0.035, 0.028, 0.026, 0.029, 0.033, 0.044, 0.083, 0.103, 0.070, 0.060, 0.060, 0.060/
0.051, 0.051, 0.063, 0.060, 0.052, 0.055, 0.076, 0.096, 0.076, 0.090, 0.091, 0.091/
0.076, 0.084, 0.103, 0.091, 0.069, 0.056, 0.056, 0.056, 0.028, 0.050, 0.051, 0.051/
0.081, 0.094, 0.125, 0.112, 0.079, 0.043, 0.050, 0.104, 0.185, 0.171, 0.168, 0.167/
0.084, 0.089, 0.106, 0.093, 0.087, 0.095, 0.186, 0.230, 0.326, 0.272, 0.260, 0.252/
0.071, 0.098, 0.144, 0.156, 0.125, 0.257, 0.461, 0.570, 0.666, 0.572, 0.545, 0.526/

 1.602,  1.679,  1.741,  1.801,  1.818,  1.809,  1.755,  1.747,  1.790,  1.785,  1.773,  1.762/
 1.651,  1.723,  1.748,  1.806,  1.828,  1.814,  1.764,  1.777,  1.845,  1.846,  1.846,  1.846/
 1.694,  1.749,  1.748,  1.836,  1.850,  1.842,  1.824,  1.902,  1.939,  1.879,  1.877,  1.877/
 1.219,  1.443,  1.499,  1.702,  1.804,  1.845,  1.919,  2.041,  1.996,  1.895,  1.893,  1.893/
 0.432,  0.846,  1.110,  1.452,  1.695,  1.857,  2.231,  2.427,  2.249,  2.031,  2.028,  2.028/
 0.630,  0.843,  1.082,  1.499,  2.313,  2.828, -2.911, -2.987,  2.863,  2.421,  2.419,  2.419/
 1.038,  1.199,  1.444,  1.983,  2.627,  2.939, -2.945, -2.925,  3.090,  2.774,  2.774,  2.774/
 1.477,  1.656,  1.879,  2.346,  2.854,  3.101, -2.988, -2.942, -3.014,  3.133,  3.133,  3.133/
 2.157,  2.820, -2.956, -2.741, -2.698, -2.716, -2.815, -2.912, -2.936, -2.981, -2.981, -2.981/
-2.317, -2.115, -1.991, -2.006, -2.281, -2.494, -2.779, -2.903, -2.961, -3.033, -3.033, -3.033/
-1.631, -1.698, -1.693, -1.765, -1.971, -2.168, -2.546, -2.668, -2.933,  3.120,  3.120,  3.120/
-1.416, -1.487, -1.500, -1.557, -1.596, -1.693, -1.977, -2.292, -2.981, -2.993, -2.993, -2.993/
-1.726, -1.725, -1.704, -1.801, -1.948, -2.124, -2.327, -2.928,  2.714, -2.950, -2.949, -2.949/
-2.752, -2.334, -2.184, -2.241, -2.358, -2.446, -2.586, -3.115,  2.718, -2.271, -2.233, -2.233/
 3.018, -2.473, -2.344, -2.417, -2.477, -2.476, -2.567, -3.038,  3.025, -1.889, -1.855, -1.855/
-1.407, -1.861, -2.034, -2.075, -2.125, -2.135, -2.178, -2.254, -1.874, -1.433, -1.422, -1.423/
-1.115, -1.459, -1.661, -1.662, -1.660, -1.654, -1.594, -1.550, -1.308, -1.283, -1.294, -1.307/
-1.160, -1.413, -1.562, -1.595, -1.492, -1.167,  0.099,  0.825,  0.323, -1.031, -1.156, -1.227/

 1.221,  0.838,  0.889,  1.131,  1.276,  1.233,  1.254,  1.334,  1.657,  1.800,  1.824,  1.845/
-0.509,  0.295,  0.541,  0.951,  1.152,  1.157,  1.229,  1.271,  1.629,  1.752,  1.743,  1.729/
-1.334, -0.756, -0.422,  0.216,  0.520,  0.643,  0.873,  0.991,  1.469,  1.646,  1.644,  1.637/
-1.420, -1.015, -0.756, -0.228,  0.208,  0.539,  1.001,  1.257,  1.574,  1.730,  1.731,  1.731/
-1.209, -0.827, -0.579, -0.177,  0.253,  0.667,  1.172,  1.400,  1.564,  1.675,  1.671,  1.671/
-0.682, -0.389, -0.094,  0.371,  0.794,  1.033,  1.401,  1.556,  1.661,  1.757,  1.756,  1.756/
-0.226,  0.024,  0.325,  0.776,  1.054,  1.170,  1.406,  1.531,  1.638,  1.672,  1.672,  1.672/
 0.332,  0.554,  0.771,  1.138,  1.290,  1.347,  1.433,  1.496,  1.526,  1.487,  1.487,  1.487/
 1.278,  1.177,  1.096,  1.287,  1.349,  1.368,  1.412,  1.458,  1.519,  1.504,  1.504,  1.504/
 1.611,  1.572,  1.471,  1.584,  1.614,  1.622,  1.721,  1.816,  1.862,  1.854,  1.854,  1.854/
 1.050,  1.384,  1.604,  1.703,  1.701,  1.731,  1.844,  1.993,  2.003,  1.965,  1.965,  1.965/
 0.388,  0.798,  1.191,  1.530,  1.687,  1.767,  1.886,  1.987,  2.122,  2.186,  2.186,  2.186/
-0.033,  0.302,  0.607,  1.055,  1.386,  1.542,  1.814,  1.966,  2.128,  2.175,  2.175,  2.175/
-0.132,  0.136,  0.390,  0.850,  1.219,  1.406,  1.719,  1.938,  2.087,  2.089,  2.086,  2.086/
 0.322,  0.513,  0.635,  0.973,  1.237,  1.353,  1.604,  1.868,  2.040,  1.987,  1.978,  1.978/
 1.113,  1.019,  1.040,  1.258,  1.398,  1.474,  1.604,  1.686,  1.882,  1.766,  1.756,  1.759/
 1.123,  1.206,  1.337,  1.524,  1.573,  1.558,  1.550,  1.407,  1.567,  1.660,  1.673,  1.687/
 0.943,  1.215,  1.490,  1.677,  1.459,  1.291,  1.161,  1.023,  1.110,  1.306,  1.370,  1.425/

 0.448,  0.187, -0.035, -0.485, -0.565, -0.414,  0.045,  0.360,  2.115,  1.859,  1.852,  1.861/
 0.737,  0.413,  0.061, -0.658, -0.809, -0.647,  0.268,  0.527,  1.914,  1.613,  1.633,  1.676/
 1.398,  1.610,  2.634, -2.644, -2.495, -2.476,  3.027,  3.027,  2.738,  2.250,  2.216,  2.238/
 1.887,  2.285,  2.792, -2.928, -2.646, -2.635, -3.067,  2.843,  2.545,  2.115,  2.089,  2.089/
 2.027,  2.352,  2.725, -3.046, -2.612, -2.314, -2.126, -2.121, -2.048, -1.658, -1.688, -1.688/
 2.861, -2.965, -2.795, -2.678, -2.540, -1.907, -1.385, -1.339, -1.487, -1.397, -1.403, -1.403/
-2.067, -1.755, -1.456, -0.213,  0.761,  0.865,  0.864,  0.363, -1.469, -1.543, -1.543, -1.543/
 2.714, -1.745, -1.472, -0.564,  1.315,  1.389,  1.420,  1.417,  1.636,  1.689,  1.689,  1.689/
 2.188, -3.141, -1.970, -2.523,  2.400,  2.127,  2.204,  2.330,  2.112,  1.834,  1.834,  1.834/
 1.937,  2.421, -3.100, -2.837,  2.314,  2.349,  2.700,  2.701,  2.348,  1.823,  1.823,  1.823/
 1.582,  2.197,  2.809, -2.635, -2.687, -2.845, -2.902, -2.912, -1.696, -0.804, -0.804, -0.804/
 0.977,  1.943,  2.775, -2.766, -2.609, -2.459, -1.773, -1.823, -1.656, -1.346, -1.346, -1.346/
 0.678,  1.592,  2.017,  2.682, -3.079, -2.848, -2.254, -2.171, -1.930, -1.349, -1.349, -1.349/
 0.591,  1.260,  1.521,  1.800,  2.296,  2.699, -2.759, -2.599, -2.212, -1.564, -1.534, -1.534/
 0.356,  0.909,  1.232,  1.488,  1.817,  2.057,  3.141, -2.852, -1.689, -1.104, -1.054, -1.054/
 0.306,  0.897,  1.089,  1.094,  1.102,  0.988, -0.897, -0.704, -0.600, -0.877, -0.888, -0.895/
 0.568,  1.026,  1.309,  1.313,  0.804,  0.214, -0.353, -0.250, -0.277, -0.392, -0.400, -0.412/
 0.989,  1.509,  1.872,  2.185,  0.844,  0.276,  0.081,  0.081, -0.090, -0.413, -0.502, -0.572/
